,player,nation_x,pos_x,squad_x,comp_x,age_x,mp_x,starts_x,min_x,90s_x,gls_x,ast_x,g&a_x,g_pk_x,pk_x,pkatt_x,crdy_x,crdr_x,xg_x,npxg_x,xag_x,npxg&xag_x,prgc_x,prgp_x,prgr_x,gls_x,ast_x,g&a_x,g_pk_x,g&a_pk_x,xg_x,xag_x,xg&xag_x,npxg_x,npxg&xag_x,agg_pos_x,nation_y,pos_y,squad_y,comp_y,age_y,mp_y,starts_y,min_y,90s_y,gls_y,ast_y,g&a_y,g_pk_y,pk_y,pkatt_y,crdy_y,crdr_y,xg_y,npxg_y,xag_y,npxg&xag_y,prgc_y,prgp_y,prgr_y,gls_y,ast_y,g&a_y,g_pk_y,g&a_pk_y,xg_y,xag_y,xg&xag_y,npxg_y,npxg&xag_y,agg_pos_y,mp_diff,starts_diff,min_diff
127,Oriol Romeu,ESP,MF,Girona, La Liga,30,33.0,33.0,2950.0,32.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,1.6,1.6,0.9,2.5,15.0,133.0,16.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,MF,ESP,MF,Southampton, Premier League,30,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,32.0,32.0,2876.0
128,Jerome Roussillon,FRA,DF,Union Berlin, Bundesliga,29,16.0,11.0,957.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.7,18.0,28.0,42.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,DF,FRA,"MF,DF",Wolfsburg, Bundesliga,29,4.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,MF,12.0,11.0,935.0
129,Nicolo Rovella,ITA,MF,Juventus, Serie A,20,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,MF,ITA,MF,Monza, Serie A,20,25.0,21.0,1740.0,19.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,2.2,3.4,26.0,99.0,19.0,0.05,0.1,0.16,0.05,0.16,0.06,0.11,0.18,0.06,0.18,MF,-22.0,-21.0,-1713.0
130,Georginio Rutter,FRA,FW,Hoffenheim, Bundesliga,20,15.0,11.0,1009.0,11.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,2.3,5.4,32.0,25.0,75.0,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,FW,FRA,"FW,MF",Leeds United, Premier League,20,11.0,1.0,273.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,5.0,6.0,21.0,0.0,0.33,0.33,0.0,0.33,0.13,0.1,0.22,0.13,0.22,FW,4.0,10.0,736.0
131,Julian Ryerson,NOR,DF,Dortmund, Bundesliga,24,17.0,17.0,1410.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.5,2.0,54.0,55.0,69.0,0.06,0.06,0.13,0.06,0.13,0.03,0.1,0.13,0.03,0.13,DF,NOR,DF,Union Berlin, Bundesliga,24,13.0,12.0,1037.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.5,1.2,20.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,DF,4.0,5.0,373.0
132,Marcel Sabitzer,AUT,MF,Bayern Munich, Bundesliga,28,15.0,7.0,628.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,MF,AUT,MF,Manchester Utd, Premier League,28,11.0,7.0,627.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,MF,4.0,0.0,1.0
133,Umar Sadiq,NGA,FW,Real Sociedad, La Liga,25,2.0,1.0,82.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,1.0,6.0,1.1,0.0,1.1,1.1,1.1,0.47,0.0,0.47,0.47,0.47,FW,NGA,FW,Almería, La Liga,25,3.0,3.0,240.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,FW,-1.0,-2.0,-158.0
134,Albert Sambi Lokonga,BEL,MF,Crystal Palace, Premier League,22,9.0,6.0,536.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,MF,BEL,MF,Arsenal, Premier League,22,6.0,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,MF,3.0,4.0,338.0
135,Morgan Sanson,FRA,MF,Strasbourg, Ligue 1,27,18.0,18.0,1419.0,15.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.1,3.1,2.1,5.3,43.0,60.0,70.0,0.06,0.13,0.19,0.06,0.19,0.2,0.14,0.34,0.2,0.34,MF,FRA,MF,Aston Villa, Premier League,27,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,16.0,18.0,1408.0
136,Pablo Sarabia,ESP,"FW,MF",Paris S-G, Ligue 1,30,14.0,3.0,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.3,2.7,9.0,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.64,0.32,0.64,FW,ESP,"FW,MF",Wolves, Premier League,30,13.0,9.0,765.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.1,3.1,0.8,3.9,17.0,41.0,54.0,0.12,0.0,0.12,0.12,0.12,0.36,0.09,0.46,0.36,0.46,FW,1.0,-6.0,-395.0
137,Kevin Schade,GER,"FW,MF",Freiburg, Bundesliga,20,8.0,1.0,182.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,7.0,3.0,20.0,0.49,0.0,0.49,0.49,0.49,0.12,0.0,0.12,0.12,0.12,FW,GER,FW,Brentford, Premier League,20,18.0,7.0,732.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,1.1,3.2,24.0,15.0,57.0,0.0,0.12,0.12,0.0,0.12,0.25,0.14,0.39,0.25,0.39,FW,-10.0,-6.0,-550.0
138,Keven Schlotterbeck,GER,DF,Bochum, Bundesliga,25,13.0,8.0,734.0,8.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.5,2.1,1.0,21.0,3.0,0.25,0.0,0.25,0.25,0.25,0.19,0.06,0.25,0.19,0.25,DF,GER,DF,Freiburg, Bundesliga,25,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,11.0,8.0,720.0
139,Davie Selke,GER,FW,Köln, Bundesliga,27,17.0,12.0,869.0,9.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.4,3.4,0.9,4.3,7.0,16.0,40.0,0.52,0.0,0.52,0.52,0.52,0.35,0.09,0.44,0.35,0.44,FW,GER,FW,Hertha BSC, Bundesliga,27,13.0,3.0,282.0,3.1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2,0.4,0.9,1.3,3.0,5.0,22.0,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41,FW,4.0,9.0,587.0
140,Jonjo Shelvey,ENG,MF,Nott'ham Forest, Premier League,30,8.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,MF,ENG,MF,Newcastle Utd, Premier League,30,3.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,5.0,6.0,503.0
141,Eldor Shomurodov,UZB,FW,Roma, Serie A,27,6.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,FW,UZB,FW,Spezia, Serie A,27,15.0,9.0,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.8,2.8,1.4,4.2,7.0,15.0,53.0,0.11,0.11,0.22,0.11,0.22,0.31,0.15,0.46,0.31,0.46,FW,-9.0,-8.0,-690.0
142,Tim Skarke,GER,"FW,MF",Schalke 04, Bundesliga,25,9.0,6.0,440.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,4.0,13.0,26.0,0.2,0.2,0.41,0.2,0.41,0.11,0.17,0.28,0.11,0.28,FW,GER,"DF,MF",Union Berlin, Bundesliga,25,3.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.39,0.02,0.41,0.39,0.41,DF,6.0,6.0,387.0
143,Cedric Soares,POR,DF,Fulham, Premier League,30,6.0,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16,DF,POR,DF,Arsenal, Premier League,30,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,4.0,2.0,169.0
144,Carlos Soler,ESP,MF,Paris S-G, Ligue 1,25,26.0,14.0,1187.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.6,1.6,1.4,3.0,18.0,53.0,67.0,0.23,0.15,0.38,0.23,0.38,0.12,0.11,0.23,0.12,0.23,MF,ESP,MF,Valencia, La Liga,25,3.0,3.0,242.0,2.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.2,0.4,3.0,13.0,7.0,0.37,0.0,0.37,0.0,0.0,0.35,0.08,0.43,0.06,0.14,MF,23.0,11.0,945.0
145,Yann Sommer,SUI,GK,Bayern Munich, Bundesliga,33,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,SUI,GK,M'Gladbach, Bundesliga,33,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,9.0,9.0,810.0
146,Brandon Soppy,FRA,DF,Atalanta, Serie A,20,15.0,8.0,643.0,7.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.6,2.0,23.0,33.0,35.0,0.0,0.42,0.42,0.0,0.42,0.05,0.23,0.27,0.05,0.27,DF,FRA,DF,Udinese, Serie A,20,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.27,0.07,0.27,DF,14.0,7.0,553.0
147,Djed Spence,ENG,DF,Rennes, Ligue 1,21,8.0,7.0,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,21.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,DF,ENG,"FW,DF",Tottenham, Premier League,21,4.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,FW,4.0,7.0,566.0
148,Jack Stephens,ENG,DF,Bournemouth, Premier League,28,15.0,13.0,1173.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,7.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,DF,ENG,DF,Southampton, Premier League,28,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,13.0,13.0,1127.0
149,Kamaldeen Sulemana,GHA,"FW,MF",Rennes, Ligue 1,20,14.0,2.0,326.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,1.9,17.0,18.0,57.0,0.28,0.0,0.28,0.28,0.28,0.38,0.16,0.54,0.38,0.54,FW,GHA,"FW,MF",Southampton, Premier League,20,18.0,10.0,966.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.3,3.0,32.0,36.0,80.0,0.19,0.09,0.28,0.19,0.28,0.16,0.12,0.28,0.16,0.28,FW,-4.0,-8.0,-640.0
150,Issiaga Sylla,GUI,DF,Toulouse, Ligue 1,28,17.0,16.0,1372.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,51.0,95.0,107.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,DF,GUI,DF,Montpellier, Ligue 1,28,15.0,15.0,1305.0,14.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,2.0,2.8,28.0,82.0,65.0,0.07,0.21,0.28,0.07,0.28,0.05,0.14,0.19,0.05,0.19,DF,2.0,1.0,67.0
151,Alexander Sorloth,NOR,FW,RB Leipzig, Bundesliga,26,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,NOR,FW,Real Sociedad, La Liga,26,34.0,28.0,2386.0,26.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,12.7,12.7,4.2,16.9,41.0,20.0,132.0,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64,FW,-33.0,-28.0,-2380.0
152,Ramon Terrats,ESP,MF,Girona, La Liga,21,8.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,MF,ESP,MF,Villarreal, La Liga,21,16.0,11.0,816.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.5,2.4,21.0,45.0,32.0,0.11,0.11,0.22,0.11,0.22,0.1,0.16,0.26,0.1,0.26,MF,-8.0,-9.0,-604.0
153,Tete,BRA,"FW,MF",Lyon, Ligue 1,22,17.0,14.0,1107.0,12.3,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,4.2,4.2,1.3,5.5,49.0,52.0,130.0,0.49,0.16,0.65,0.49,0.65,0.35,0.1,0.45,0.35,0.45,FW,BRA,FW,Leicester City, Premier League,22,13.0,9.0,734.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.4,2.2,22.0,26.0,55.0,0.12,0.0,0.12,0.12,0.12,0.22,0.05,0.27,0.22,0.27,FW,4.0,5.0,373.0
154,Malick Thiaw,GER,DF,Schalke 04, Bundesliga,20,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,DF,GER,DF,Milan, Serie A,20,20.0,15.0,1362.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.0,6.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,DF,-17.0,-12.0,-1092.0
155,Adrien Thomasson,FRA,"MF,FW",Lens, Ligue 1,28,20.0,16.0,1278.0,14.2,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,2.8,5.8,17.0,49.0,98.0,0.35,0.35,0.7,0.35,0.7,0.21,0.2,0.41,0.21,0.41,MF,FRA,MF,Strasbourg, Ligue 1,28,15.0,10.0,937.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.9,3.4,15.0,41.0,73.0,0.0,0.19,0.19,0.0,0.19,0.15,0.18,0.33,0.15,0.33,MF,5.0,6.0,341.0
156,Karl Toko Ekambi,CMR,"FW,MF",Lyon, Ligue 1,29,19.0,15.0,1353.0,15.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.4,4.4,3.0,7.4,58.0,36.0,188.0,0.27,0.13,0.4,0.27,0.4,0.3,0.2,0.49,0.3,0.49,FW,CMR,"FW,MF",Rennes, Ligue 1,29,17.0,11.0,972.0,10.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.6,3.6,1.4,5.0,30.0,21.0,87.0,0.28,0.19,0.46,0.28,0.46,0.33,0.13,0.47,0.33,0.47,FW,2.0,4.0,381.0
157,Souleymane Toure,FRA,DF,Auxerre, Ligue 1,19,19.0,18.0,1588.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.5,1.5,0.4,1.9,11.0,45.0,6.0,0.06,0.0,0.06,0.06,0.06,0.08,0.02,0.11,0.08,0.11,DF,FRA,DF,Marseille, Ligue 1,19,5.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,14.0,18.0,1520.0
158,Leandro Trossard,BEL,"FW,MF",Brighton, Premier League,27,16.0,16.0,1315.0,14.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.4,4.4,2.1,6.5,40.0,67.0,118.0,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45,FW,BEL,FW,Arsenal, Premier League,27,20.0,10.0,931.0,10.3,1.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,4.7,6.6,36.0,57.0,102.0,0.1,0.97,1.06,0.1,1.06,0.18,0.46,0.64,0.18,0.64,FW,-4.0,6.0,384.0
159,Jere Uronen,FIN,DF,Schalke 04, Bundesliga,28,11.0,9.0,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,9.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,DF,FIN,DF,Brest, Ligue 1,28,6.0,3.0,300.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,15.0,14.0,0.0,0.3,0.3,0.0,0.3,0.01,0.06,0.07,0.01,0.07,DF,5.0,6.0,376.0
160,Yan Valery,TUN,DF,Angers, Ligue 1,23,30.0,30.0,2497.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.9,2.7,72.0,84.0,74.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,DF,TUN,DF,Southampton, Premier League,23,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,29.0,29.0,2452.0
161,Ronaldo Vieira,ENG,MF,Sampdoria, Serie A,24,16.0,8.0,815.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,6.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,MF,ENG,MF,Torino, Serie A,24,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,14.0,8.0,799.0
162,Emanuel Vignato,ITA,"MF,FW",Empoli, Serie A,21,5.0,0.0,57.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,5.0,1.58,0.0,1.58,1.58,1.58,0.3,0.19,0.49,0.3,0.49,MF,ITA,"MF,FW",Bologna, Serie A,21,8.0,2.0,242.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,3.0,9.0,4.0,0.0,0.37,0.37,0.0,0.37,0.03,0.14,0.17,0.03,0.17,MF,-3.0,-2.0,-185.0
163,Toni Villa,ESP,"MF,FW",Girona, La Liga,27,24.0,12.0,895.0,9.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.6,2.6,37.0,38.0,91.0,0.1,0.3,0.4,0.1,0.4,0.11,0.16,0.26,0.11,0.26,MF,ESP,MF,Valladolid, La Liga,27,2.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,MF,22.0,11.0,804.0
164,Gonzalo Villar,ESP,MF,Getafe, La Liga,24,16.0,3.0,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,13.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,MF,ESP,MF,Sampdoria, Serie A,24,15.0,8.0,696.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,1.0,-5.0,-239.0
165,Matias Vina,URU,DF,Roma, Serie A,24,3.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,DF,URU,DF,Bournemouth, Premier League,24,12.0,5.0,458.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.0,10.0,17.0,19.0,0.39,0.0,0.39,0.39,0.39,0.17,0.03,0.2,0.17,0.2,DF,-9.0,-4.0,-403.0
166,Vitinha,POR,MF,Paris S-G, Ligue 1,22,36.0,29.0,2446.0,27.2,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,6.1,50.0,137.0,94.0,0.07,0.11,0.18,0.07,0.18,0.11,0.11,0.22,0.11,0.22,MF,POR,FW,Marseille, Ligue 1,22,14.0,5.0,464.0,5.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.2,4.2,3.0,9.0,41.0,0.39,0.0,0.39,0.39,0.39,0.77,0.03,0.8,0.77,0.8,FW,22.0,24.0,1982.0
167,Aster Vranckx,BEL,MF,Wolfsburg, Bundesliga,19,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,BEL,MF,Milan, Serie A,19,9.0,2.0,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12,MF,-8.0,-2.0,-232.0
168,Chris Wood,NZL,FW,Nott'ham Forest, Premier League,30,7.0,5.0,372.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,2.0,7.0,12.0,0.24,0.0,0.24,0.24,0.24,0.23,0.05,0.28,0.23,0.28,FW,NZL,FW,Newcastle Utd, Premier League,30,18.0,4.0,446.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.8,1.0,0.3,1.3,1.0,4.0,23.0,0.4,0.0,0.4,0.2,0.2,0.37,0.06,0.43,0.21,0.27,FW,-11.0,1.0,-74.0
169,Christopher Wooh,CMR,MF,Lens, Ligue 1,20,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,CMR,DF,Rennes, Ligue 1,20,13.0,12.0,1006.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,0.9,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,DF,-12.0,-12.0,-1002.0
170,Denis Zakaria,SUI,MF,Juventus, Serie A,25,2.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,SUI,MF,Chelsea, Premier League,25,7.0,5.0,411.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,MF,-5.0,-4.0,-288.0
