,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
2593,Brandon Soppy,FRA,DF,Atalanta, Serie A,20,15.0,8.0,643.0,7.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.6,2.0,23.0,33.0,35.0,0.0,0.42,0.42,0.0,0.42,0.05,0.23,0.27,0.05,0.27,DF
2594,David Soria,ESP,GK,Getafe, La Liga,29,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK
2595,Roberto Soriano,ITA,"FW,MF",Bologna, Serie A,31,27.0,15.0,1326.0,14.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,2.5,3.1,30.0,56.0,66.0,0.07,0.2,0.27,0.07,0.27,0.04,0.17,0.21,0.04,0.21,FW
2596,Borna Sosa,CRO,DF,Stuttgart, Bundesliga,24,25.0,22.0,1955.0,21.7,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,6.5,7.6,58.0,128.0,152.0,0.09,0.32,0.41,0.09,0.41,0.05,0.3,0.35,0.05,0.35,DF
2597,Joaquin Sosa,URU,DF,Bologna, Serie A,20,10.0,7.0,688.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF
2598,Hugo Sotelo,ESP,MF,Celta Vigo, La Liga,18,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,MF
2600,Florian Sotoca,FRA,"MF,FW",Lens, Ligue 1,31,38.0,34.0,3054.0,33.9,7.0,9.0,16.0,6.0,1.0,3.0,4.0,0.0,10.5,8.1,8.1,16.2,53.0,186.0,302.0,0.21,0.27,0.47,0.18,0.44,0.31,0.24,0.55,0.24,0.48,MF
2601,Riccardo Sottil,ITA,FW,Fiorentina, Serie A,23,18.0,9.0,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.1,2.2,65.0,27.0,123.0,0.0,0.22,0.22,0.0,0.22,0.11,0.12,0.23,0.11,0.23,FW
2602,Tomas Soucek,CZE,MF,West Ham, Premier League,27,36.0,32.0,2815.0,31.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,1.9,6.0,11.0,88.0,52.0,0.06,0.1,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19,MF
2603,Matias Soule,ARG,"MF,FW",Juventus, Serie A,19,13.0,4.0,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,2.3,12.0,15.0,33.0,0.21,0.0,0.21,0.21,0.21,0.33,0.18,0.5,0.33,0.5,MF
2604,Moussa Soumano,FRA,FW,Ajaccio, Ligue 1,17,14.0,5.0,495.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,5.0,1.0,19.0,0.18,0.0,0.18,0.18,0.18,0.1,0.05,0.15,0.1,0.15,FW
2605,Adama Soumaoro,FRA,DF,Bologna, Serie A,30,23.0,22.0,1867.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.0,0.3,7.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF
2606,Boubakary Soumare,FRA,MF,Leicester City, Premier League,23,26.0,20.0,1629.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.4,0.4,17.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,MF
2607,Arnaud Souquet,FRA,"DF,FW",Montpellier, Ligue 1,30,12.0,3.0,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,5.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,DF
2608,Dyego Sousa,POR,FW,Almería, La Liga,32,20.0,3.0,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.2,10.0,16.0,39.0,0.0,0.17,0.17,0.0,0.17,0.2,0.17,0.37,0.2,0.37,FW
2609,Harry Souttar,AUS,DF,Leicester City, Premier League,23,12.0,11.0,992.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,6.0,29.0,4.0,0.0,0.09,0.09,0.0,0.09,0.13,0.02,0.15,0.13,0.15,DF
2610,Vinicius Souza,BRA,MF,Espanyol, La Liga,23,34.0,27.0,2428.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.8,0.8,0.6,1.4,13.0,82.0,14.0,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.05,0.03,0.05,MF
2611,Djibril Sow,SUI,MF,Eint Frankfurt, Bundesliga,25,32.0,30.0,2646.0,29.4,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,1.7,1.7,1.0,2.8,35.0,186.0,29.0,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.09,0.06,0.09,MF
2612,Caglar Soyuncu,TUR,DF,Leicester City, Premier League,26,7.0,6.0,529.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,5.0,12.0,0.0,0.17,0.0,0.17,0.17,0.17,0.07,0.01,0.08,0.07,0.08,DF
2613,Kevin Spadanuda,SUI,"MF,FW",Ajaccio, Ligue 1,25,22.0,13.0,1063.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,17.0,17.0,56.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,MF
2614,Djed Spence,ENG,"FW,DF",Tottenham, Premier League,21,4.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,FW
2615,Djed Spence,ENG,DF,Rennes, Ligue 1,21,8.0,7.0,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,21.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,DF
2616,Stijn Spierings,NED,MF,Toulouse, Ligue 1,26,36.0,35.0,3120.0,34.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.8,1.8,2.1,3.9,31.0,231.0,30.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,MF
2617,Leonardo Spinazzola,ITA,DF,Roma, Serie A,29,26.0,18.0,1654.0,18.4,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,107.0,63.0,87.0,0.05,0.22,0.27,0.05,0.27,0.06,0.11,0.16,0.06,0.16,DF
2618,Marco Sportiello,ITA,GK,Atalanta, Serie A,30,15.0,14.0,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2619,Jack Stacey,ENG,DF,Bournemouth, Premier League,26,10.0,3.0,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,9.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,DF
2620,Anton Stach,GER,MF,Mainz 05, Bundesliga,23,30.0,22.0,2070.0,23.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,3.6,5.8,37.0,106.0,77.0,0.04,0.17,0.22,0.04,0.22,0.1,0.16,0.25,0.1,0.25,MF
2621,Kostas Stafylidis,GRE,"DF,MF",Bochum, Bundesliga,28,19.0,11.0,1043.0,11.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.7,1.1,9.0,26.0,14.0,0.0,0.17,0.17,0.0,0.17,0.03,0.06,0.09,0.03,0.09,DF
2622,Jens Stage,DEN,MF,Werder Bremen, Bundesliga,25,32.0,21.0,1855.0,20.6,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,3.1,3.1,1.8,4.9,19.0,61.0,55.0,0.15,0.15,0.29,0.15,0.29,0.15,0.09,0.24,0.15,0.24,MF
2623,Veit Stange,GER,MF,Hertha BSC, Bundesliga,18,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
2624,Josip Stanisic,CRO,DF,Bayern Munich, Bundesliga,22,14.0,4.0,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,12.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,DF
2626,Junior Stanislas,ENG,MF,Bournemouth, Premier League,32,4.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.25,0.05,0.25,MF
2627,Jay Stansfield,ENG,FW,Fulham, Premier League,19,3.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.35,0.26,0.35,FW
2628,Niklas Stark,GER,DF,Werder Bremen, Bundesliga,27,27.0,23.0,2077.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.2,0.3,0.5,9.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,DF
2629,Jason Steele,ENG,GK,Brighton, Premier League,31,15.0,15.0,1350.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01,GK
2630,Calvin Stengs,NED,FW,Nice, Ligue 1,23,4.0,3.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,FW
2631,Pascal Stenzel,GER,DF,Stuttgart, Bundesliga,26,12.0,3.0,333.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,3.0,13.0,5.0,0.0,0.27,0.27,0.0,0.27,0.01,0.16,0.17,0.01,0.17,DF
2632,Jack Stephens,ENG,DF,Southampton, Premier League,28,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
2633,Jack Stephens,ENG,DF,Bournemouth, Premier League,28,15.0,13.0,1173.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,7.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,DF
2634,Raheem Sterling,ENG,"FW,MF",Chelsea, Premier League,27,28.0,23.0,1891.0,21.0,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,6.2,6.2,4.6,10.8,81.0,59.0,186.0,0.29,0.14,0.43,0.29,0.43,0.29,0.22,0.51,0.29,0.51,FW
2635,Angelo Stiller,GER,MF,Hoffenheim, Bundesliga,21,20.0,6.0,704.0,7.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,4.0,34.0,16.0,0.13,0.13,0.26,0.13,0.26,0.04,0.06,0.1,0.04,0.1,MF
2636,Lars Stindl,GER,"FW,MF",M'Gladbach, Bundesliga,33,29.0,20.0,1734.0,19.3,8.0,7.0,15.0,8.0,0.0,0.0,9.0,0.0,5.0,5.0,6.2,11.2,22.0,77.0,89.0,0.42,0.36,0.78,0.42,0.78,0.26,0.32,0.58,0.26,0.58,FW
2637,Kevin Stoger,AUT,MF,Bochum, Bundesliga,28,32.0,29.0,2599.0,28.9,5.0,3.0,8.0,2.0,3.0,3.0,3.0,0.0,4.4,2.1,5.7,7.7,43.0,214.0,98.0,0.17,0.1,0.28,0.07,0.17,0.15,0.2,0.35,0.07,0.27,MF
2638,Petar Stojanovic,SVN,DF,Empoli, Serie A,26,27.0,16.0,1530.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.0,1.3,50.0,91.0,51.0,0.0,0.06,0.06,0.0,0.06,0.02,0.06,0.08,0.02,0.08,DF
2639,John Stones,ENG,"DF,MF",Manchester City, Premier League,28,23.0,21.0,1846.0,20.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.4,2.4,28.0,101.0,34.0,0.1,0.1,0.2,0.1,0.2,0.05,0.07,0.12,0.05,0.12,DF
2640,Jorgen Strand Larsen,NOR,FW,Celta Vigo, La Liga,22,32.0,20.0,1705.0,18.9,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,5.6,5.6,2.0,7.6,17.0,14.0,73.0,0.21,0.21,0.42,0.21,0.42,0.3,0.11,0.4,0.3,0.4,FW
2641,Tony Strata,FRA,"MF,DF",Ajaccio, Ligue 1,17,3.0,1.0,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,MF
2642,Gabriel Strefezza,BRA,"FW,MF",Lecce, Serie A,25,35.0,30.0,2442.0,27.1,8.0,4.0,12.0,6.0,2.0,3.0,5.0,0.0,6.2,3.9,4.3,8.2,72.0,107.0,177.0,0.29,0.15,0.44,0.22,0.37,0.23,0.16,0.39,0.14,0.3,FW
2643,David Strelec,SVK,FW,Spezia, Serie A,21,7.0,1.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.33,0.28,0.33,FW
2644,Pascal Struijk,NED,DF,Leeds United, Premier League,22,29.0,26.0,2200.0,24.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,2.4,3.7,24.0,119.0,53.0,0.08,0.04,0.12,0.08,0.12,0.06,0.1,0.15,0.06,0.15,DF
2645,Cristhian Stuani,URU,FW,Girona, La Liga,35,32.0,8.0,1090.0,12.1,9.0,0.0,9.0,4.0,5.0,6.0,8.0,0.0,9.7,5.0,1.3,6.2,2.0,10.0,26.0,0.74,0.0,0.74,0.33,0.33,0.8,0.1,0.9,0.41,0.51,FW
2646,Damian Suarez,URU,"DF,MF",Getafe, La Liga,34,28.0,26.0,1946.0,21.6,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,1.8,2.9,21.0,80.0,72.0,0.05,0.05,0.09,0.05,0.09,0.05,0.08,0.13,0.05,0.13,DF
2647,Denis Suarez,ESP,"MF,FW",Espanyol, La Liga,28,18.0,11.0,945.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,26.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15,MF
2648,Mario Suarez,ESP,"MF,DF",Rayo Vallecano, La Liga,35,2.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
2649,Gabriel Suazo,CHI,DF,Toulouse, Ligue 1,24,18.0,14.0,1259.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,0.9,26.0,79.0,66.0,0.0,0.07,0.07,0.0,0.07,0.01,0.06,0.07,0.01,0.07,DF
2650,Isaac Success,NGA,FW,Udinese, Serie A,26,30.0,21.0,1815.0,20.2,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,3.3,3.3,4.0,7.3,37.0,53.0,200.0,0.05,0.3,0.35,0.05,0.35,0.17,0.2,0.36,0.17,0.36,FW
2652,Niklas Sule,GER,DF,Dortmund, Bundesliga,26,29.0,23.0,2118.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,2.2,4.4,37.0,137.0,57.0,0.08,0.13,0.21,0.08,0.21,0.09,0.09,0.19,0.09,0.19,DF
2653,Ibrahim Sulemana,GHA,MF,Hellas Verona, Serie A,19,16.0,6.0,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.6,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,MF
2654,Kamaldeen Sulemana,GHA,"FW,MF",Southampton, Premier League,20,18.0,10.0,966.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.3,3.0,32.0,36.0,80.0,0.19,0.09,0.28,0.19,0.28,0.16,0.12,0.28,0.16,0.28,FW
2655,Kamaldeen Sulemana,GHA,"FW,MF",Rennes, Ligue 1,20,14.0,2.0,326.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,1.9,17.0,18.0,57.0,0.28,0.0,0.28,0.28,0.28,0.38,0.16,0.54,0.38,0.54,FW
2656,Crysencio Summerville,NED,FW,Leeds United, Premier League,20,28.0,12.0,1426.0,15.8,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,2.9,2.9,1.6,4.5,51.0,45.0,92.0,0.25,0.13,0.38,0.25,0.38,0.18,0.1,0.28,0.18,0.28,FW
2657,Ivan Sunjic,CRO,MF,Hertha BSC, Bundesliga,25,18.0,12.0,993.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,0.8,6.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,MF
2658,Sam Surridge,ENG,FW,Nott'ham Forest, Premier League,24,20.0,1.0,323.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.1,1.8,2.0,6.0,17.0,0.28,0.0,0.28,0.28,0.28,0.5,0.02,0.51,0.5,0.51,FW
2659,Suso,ESP,"MF,FW",Sevilla, La Liga,28,25.0,10.0,1065.0,11.8,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,2.8,4.0,27.0,86.0,96.0,0.17,0.34,0.51,0.17,0.51,0.1,0.24,0.34,0.1,0.34,MF
2660,Yuito Suzuki,JPN,"FW,MF",Strasbourg, Ligue 1,20,3.0,0.0,36.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,6.0,2.5,0.0,2.5,2.5,2.5,0.34,0.0,0.34,0.34,0.34,FW
2661,Mattias Svanberg,SWE,"MF,FW",Wolfsburg, Bundesliga,23,32.0,21.0,1835.0,20.4,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,4.4,4.4,5.0,9.4,29.0,74.0,85.0,0.2,0.29,0.49,0.2,0.49,0.22,0.25,0.46,0.22,0.46,MF
2662,Mile Svilar,SRB,GK,Roma, Serie A,22,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2663,Williot Swedberg,SWE,MF,Celta Vigo, La Liga,18,4.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
2664,Issiaga Sylla,GUI,DF,Montpellier, Ligue 1,28,15.0,15.0,1305.0,14.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,2.0,2.8,28.0,82.0,65.0,0.07,0.21,0.28,0.07,0.28,0.05,0.14,0.19,0.05,0.19,DF
2665,Issiaga Sylla,GUI,DF,Toulouse, Ligue 1,28,17.0,16.0,1372.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,51.0,95.0,107.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,DF
2666,Wojciech Szczesny,POL,GK,Juventus, Serie A,32,28.0,28.0,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2667,Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig, Bundesliga,21,31.0,28.0,2444.0,27.2,6.0,8.0,14.0,5.0,1.0,1.0,5.0,2.0,5.5,4.7,8.1,12.9,75.0,151.0,157.0,0.22,0.29,0.52,0.18,0.48,0.2,0.3,0.5,0.17,0.47,MF
2668,Alexander Sorloth,NOR,FW,Real Sociedad, La Liga,26,34.0,28.0,2386.0,26.5,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,12.7,12.7,4.2,16.9,41.0,20.0,132.0,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64,FW
2669,Alexander Sorloth,NOR,FW,RB Leipzig, Bundesliga,26,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
2670,Nicolas Tagliafico,ARG,DF,Lyon, Ligue 1,29,34.0,34.0,2991.0,33.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.4,1.9,4.2,6.1,38.0,156.0,171.0,0.03,0.09,0.12,0.03,0.12,0.07,0.13,0.2,0.06,0.18,DF
2671,Jonathan Tah,GER,DF,Leverkusen, Bundesliga,26,33.0,28.0,2487.0,27.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.5,1.5,8.0,56.0,4.0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,DF
2672,Benjamin Tahirovic,BIH,MF,Roma, Serie A,19,11.0,4.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,MF
2673,Waniss Taibi,FRA,MF,Angers, Ligue 1,20,11.0,1.0,189.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,8.0,16.0,7.0,0.0,0.48,0.48,0.0,0.48,0.15,0.03,0.18,0.15,0.18,MF
2674,Flavien Tait,FRA,MF,Rennes, Ligue 1,29,30.0,19.0,1680.0,18.7,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,2.2,4.5,52.0,154.0,56.0,0.11,0.11,0.21,0.11,0.21,0.13,0.12,0.24,0.13,0.24,MF
2675,Montassar Talbi,TUN,DF,Lorient, Ligue 1,24,38.0,38.0,3420.0,38.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,13.0,61.0,0.0,0.03,0.05,0.08,0.03,0.08,0.02,0.01,0.03,0.02,0.03,DF
2676,Thibault Tamas,FRA,DF,Montpellier, Ligue 1,21,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
2678,Adrien Tameze,CMR,MF,Hellas Verona, Serie A,28,37.0,35.0,3031.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,1.8,32.0,103.0,58.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,MF
2679,Japhet Tanganga,ENG,DF,Tottenham, Premier League,23,4.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
2680,Renato Tapia,PER,"MF,DF",Celta Vigo, La Liga,27,28.0,16.0,1451.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.1,2.0,12.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,MF
2681,Edmond Tapsoba,BFA,DF,Leverkusen, Bundesliga,23,33.0,32.0,2871.0,31.9,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,2.8,1.2,1.0,2.2,40.0,169.0,10.0,0.03,0.0,0.03,0.0,0.0,0.09,0.03,0.12,0.04,0.07,DF
2682,Florian Tardieu,FRA,MF,Troyes, Ligue 1,30,15.0,11.0,1009.0,11.2,3.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.9,0.5,1.0,1.5,20.0,83.0,17.0,0.27,0.0,0.27,0.0,0.0,0.26,0.09,0.35,0.05,0.14,MF
2683,Matt Targett,ENG,DF,Newcastle Utd, Premier League,26,17.0,6.0,610.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07,DF
2684,James Tarkowski,ENG,DF,Everton, Premier League,29,38.0,38.0,3420.0,38.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,3.1,3.1,2.9,6.0,13.0,106.0,11.0,0.03,0.03,0.05,0.03,0.05,0.08,0.08,0.16,0.08,0.16,DF
2685,Ciprian Tatarusanu,ROU,GK,Milan, Serie A,36,16.0,16.0,1440.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.03,0.0,0.03,GK
2686,Niklas Tauer,GER,"DF,MF",Mainz 05, Bundesliga,21,3.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,DF
