,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
2687,Nuno Tavares,POR,"DF,MF",Marseille, Ligue 1,22,31.0,23.0,2349.0,26.1,6.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,4.5,4.5,2.6,7.1,96.0,115.0,245.0,0.23,0.0,0.23,0.23,0.23,0.17,0.1,0.27,0.17,0.27,DF
2688,Marcus Tavernier,ENG,"MF,FW",Bournemouth, Premier League,23,23.0,19.0,1743.0,19.4,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,3.1,3.1,2.9,6.0,67.0,56.0,137.0,0.26,0.21,0.46,0.26,0.46,0.16,0.15,0.31,0.16,0.31,MF
2689,Enzo Tchato,CMR,DF,Montpellier, Ligue 1,19,21.0,11.0,1096.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.1,1.5,25.0,34.0,57.0,0.08,0.08,0.16,0.08,0.16,0.03,0.09,0.12,0.03,0.12,DF
2690,Aurelien Tchouameni,FRA,MF,Real Madrid, La Liga,22,33.0,24.0,2119.0,23.5,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.8,1.8,2.2,4.0,41.0,142.0,23.0,0.0,0.17,0.17,0.0,0.17,0.08,0.09,0.17,0.08,0.17,MF
2691,Mathys Tel,FRA,FW,Bayern Munich, Bundesliga,17,22.0,1.0,417.0,4.6,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.7,2.7,0.7,3.3,12.0,11.0,59.0,1.08,0.0,1.08,1.08,1.08,0.58,0.14,0.72,0.58,0.72,FW
2692,Semir Telalovic,GER,"MF,FW",M'Gladbach, Bundesliga,22,3.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.74,0.74,MF
2693,Alex Telles,BRA,DF,Sevilla, La Liga,29,27.0,15.0,1427.0,15.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.8,2.2,21.0,42.0,80.0,0.0,0.13,0.13,0.0,0.13,0.03,0.11,0.14,0.03,0.14,DF
2694,Marc-Andre ter Stegen,GER,GK,Barcelona, La Liga,30,38.0,38.0,3347.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK
2695,Simon Terodde,GER,FW,Schalke 04, Bundesliga,34,32.0,21.0,1823.0,20.3,5.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,6.3,5.5,2.3,7.9,5.0,19.0,68.0,0.25,0.0,0.25,0.25,0.25,0.31,0.12,0.43,0.27,0.39,FW
2696,Filippo Terracciano,ITA,"DF,MF",Hellas Verona, Serie A,19,20.0,7.0,821.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,16.0,37.0,24.0,0.0,0.11,0.11,0.0,0.11,0.02,0.14,0.16,0.02,0.16,DF
2697,Pietro Terracciano,ITA,GK,Fiorentina, Serie A,32,29.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2698,Ramon Terrats,ESP,MF,Villarreal, La Liga,21,16.0,11.0,816.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.5,2.4,21.0,45.0,32.0,0.11,0.11,0.22,0.11,0.22,0.1,0.16,0.26,0.1,0.26,MF
2699,Ramon Terrats,ESP,MF,Girona, La Liga,21,8.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,MF
2700,Martin Terrier,FRA,"FW,MF",Rennes, Ligue 1,25,16.0,16.0,1319.0,14.7,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,5.6,5.6,3.4,9.0,34.0,60.0,137.0,0.61,0.27,0.89,0.61,0.89,0.38,0.23,0.61,0.38,0.61,FW
2701,Aleksa Terzic,SRB,DF,Fiorentina, Serie A,22,22.0,8.0,935.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.9,2.3,49.0,40.0,61.0,0.1,0.1,0.19,0.1,0.19,0.04,0.18,0.22,0.04,0.22,DF
2702,Tete,BRA,FW,Leicester City, Premier League,22,13.0,9.0,734.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.4,2.2,22.0,26.0,55.0,0.12,0.0,0.12,0.12,0.12,0.22,0.05,0.27,0.22,0.27,FW
2704,Tete,BRA,"FW,MF",Lyon, Ligue 1,22,17.0,14.0,1107.0,12.3,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,4.2,4.2,1.3,5.5,49.0,52.0,130.0,0.49,0.16,0.65,0.49,0.65,0.35,0.1,0.45,0.35,0.45,FW
2705,Kenny Tete,NED,DF,Fulham, Premier League,26,31.0,29.0,2569.0,28.5,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,0.7,0.7,1.9,2.5,75.0,103.0,69.0,0.04,0.18,0.21,0.04,0.21,0.02,0.07,0.09,0.02,0.09,DF
2706,Florian Thauvin,FRA,"FW,MF",Udinese, Serie A,29,16.0,5.0,546.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.1,1.7,19.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.29,0.11,0.29,FW
2707,Arthur Theate,BEL,DF,Rennes, Ligue 1,22,35.0,35.0,3127.0,34.7,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.5,4.5,0.6,5.1,37.0,248.0,4.0,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,DF
2708,Malick Thiaw,GER,DF,Milan, Serie A,20,20.0,15.0,1362.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.0,6.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,DF
2709,Malick Thiaw,GER,DF,Schalke 04, Bundesliga,20,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,DF
2710,Jan Thielmann,GER,FW,Köln, Bundesliga,20,23.0,6.0,869.0,9.7,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.9,1.9,27.0,19.0,66.0,0.21,0.21,0.41,0.21,0.41,0.11,0.09,0.2,0.11,0.2,FW
2711,Sada Thioub,SEN,"DF,FW",Angers, Ligue 1,27,27.0,11.0,1060.0,11.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.9,3.3,23.0,57.0,78.0,0.08,0.17,0.25,0.08,0.25,0.11,0.16,0.28,0.11,0.28,DF
2712,Luke Thomas,ENG,DF,Leicester City, Premier League,21,17.0,11.0,1073.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,10.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,DF
2713,Adrien Thomasson,FRA,MF,Strasbourg, Ligue 1,28,15.0,10.0,937.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.9,3.4,15.0,41.0,73.0,0.0,0.19,0.19,0.0,0.19,0.15,0.18,0.33,0.15,0.33,MF
2714,Adrien Thomasson,FRA,"MF,FW",Lens, Ligue 1,28,20.0,16.0,1278.0,14.2,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,2.8,5.8,17.0,49.0,98.0,0.35,0.35,0.7,0.35,0.7,0.21,0.2,0.41,0.21,0.41,MF
2715,Morten Thorsby,NOR,MF,Union Berlin, Bundesliga,26,24.0,8.0,833.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.5,1.3,0.0,15.0,21.0,0.11,0.11,0.22,0.11,0.22,0.09,0.05,0.14,0.09,0.14,MF
2716,Kristian Thorstvedt,NOR,MF,Sassuolo, Serie A,23,31.0,13.0,1136.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.1,2.1,1.1,3.2,31.0,60.0,54.0,0.16,0.08,0.24,0.16,0.24,0.17,0.09,0.26,0.17,0.26,MF
2717,Khephren Thuram,FRA,MF,Nice, Ligue 1,21,35.0,30.0,2547.0,28.3,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,3.2,3.2,5.1,8.3,92.0,128.0,77.0,0.07,0.14,0.21,0.07,0.21,0.11,0.18,0.29,0.11,0.29,MF
2718,Marcus Thuram,FRA,FW,M'Gladbach, Bundesliga,24,30.0,28.0,2513.0,27.9,13.0,6.0,19.0,13.0,0.0,0.0,3.0,0.0,16.5,16.5,5.2,21.8,75.0,46.0,170.0,0.47,0.21,0.68,0.47,0.68,0.59,0.19,0.78,0.59,0.78,FW
2719,Alexis Tibidi,FRA,"FW,MF",Troyes, Ligue 1,18,3.0,0.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
2720,Youri Tielemans,BEL,MF,Leicester City, Premier League,25,31.0,27.0,2344.0,26.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,0.0,2.5,0.9,4.7,5.6,35.0,181.0,56.0,0.12,0.08,0.19,0.08,0.15,0.1,0.18,0.28,0.04,0.21,MF
2721,Kieran Tierney,SCO,DF,Arsenal, Premier League,25,27.0,6.0,795.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,25.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,DF
2722,Steffen Tigges,GER,FW,Köln, Bundesliga,24,30.0,17.0,1596.0,17.7,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,5.0,5.0,1.9,6.9,20.0,31.0,81.0,0.34,0.06,0.39,0.34,0.39,0.28,0.11,0.39,0.28,0.39,FW
2723,Jean-Clair Todibo,FRA,DF,Nice, Ligue 1,22,34.0,33.0,2870.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.8,0.8,0.2,1.0,21.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,DF
2724,Harry Toffolo,ENG,DF,Nott'ham Forest, Premier League,26,19.0,9.0,940.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.8,1.0,8.0,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,DF
2725,Umut Tohumcu,GER,"MF,DF",Hoffenheim, Bundesliga,17,8.0,2.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,MF
2726,Karl Toko Ekambi,CMR,"FW,MF",Rennes, Ligue 1,29,17.0,11.0,972.0,10.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.6,3.6,1.4,5.0,30.0,21.0,87.0,0.28,0.19,0.46,0.28,0.46,0.33,0.13,0.47,0.33,0.47,FW
2727,Karl Toko Ekambi,CMR,"FW,MF",Lyon, Ligue 1,29,19.0,15.0,1353.0,15.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.4,4.4,3.0,7.4,58.0,36.0,188.0,0.27,0.13,0.4,0.27,0.4,0.3,0.2,0.49,0.3,0.49,FW
2728,Corentin Tolisso,FRA,MF,Lyon, Ligue 1,27,30.0,25.0,2036.0,22.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,4.4,6.2,32.0,230.0,52.0,0.04,0.09,0.13,0.04,0.13,0.08,0.2,0.27,0.08,0.27,MF
2730,Jeremy Toljan,GER,DF,Sassuolo, Serie A,27,31.0,29.0,2672.0,29.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.4,3.0,56.0,142.0,99.0,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1,DF
2731,Rafael Toloi,ITA,DF,Atalanta, Serie A,31,32.0,32.0,2784.0,30.9,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.8,2.8,1.2,4.0,21.0,148.0,29.0,0.06,0.03,0.1,0.06,0.1,0.09,0.04,0.13,0.09,0.13,DF
2732,Raul de Tomas,ESP,FW,Rayo Vallecano, La Liga,27,19.0,9.0,805.0,8.9,4.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,5.1,3.5,0.5,4.0,13.0,18.0,51.0,0.45,0.0,0.45,0.34,0.34,0.57,0.06,0.63,0.39,0.45,FW
2733,Tiago Tomas,POR,"FW,MF",Stuttgart, Bundesliga,20,27.0,16.0,1291.0,14.3,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,2.9,2.9,3.6,6.5,31.0,25.0,95.0,0.21,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45,FW
2734,Takehiro Tomiyasu,JPN,DF,Arsenal, Premier League,23,21.0,6.0,663.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,14.0,51.0,28.0,0.0,0.14,0.14,0.0,0.14,0.03,0.08,0.11,0.03,0.11,DF
2735,James Tomkins,ENG,DF,Crystal Palace, Premier League,33,6.0,3.0,338.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.27,0.0,0.27,0.27,0.27,0.27,0.0,0.27,0.27,0.27,DF
2736,Fikayo Tomori,ENG,DF,Milan, Serie A,24,33.0,32.0,2760.0,30.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.8,2.1,26.0,122.0,10.0,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,DF
2737,Sandro Tonali,ITA,MF,Milan, Serie A,22,34.0,30.0,2713.0,30.1,2.0,7.0,9.0,2.0,0.0,0.0,7.0,0.0,2.4,2.4,5.7,8.1,61.0,159.0,86.0,0.07,0.23,0.3,0.07,0.3,0.08,0.19,0.27,0.08,0.27,MF
2738,Lorenzo Tonelli,ITA,DF,Empoli, Serie A,32,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
2739,Ivan Toney,ENG,FW,Brentford, Premier League,26,33.0,33.0,2951.0,32.8,20.0,4.0,24.0,14.0,6.0,7.0,9.0,0.0,18.7,13.2,5.1,18.3,14.0,79.0,165.0,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.4,0.56,FW
2740,Pablo Torre,ESP,"FW,MF",Barcelona, La Liga,19,8.0,1.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.31,0.02,0.31,FW
2741,David Torres,ESP,DF,Valladolid, La Liga,19,7.0,2.0,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.6,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,DF
2742,Ferran Torres,ESP,"FW,MF",Barcelona, La Liga,22,33.0,14.0,1392.0,15.5,4.0,2.0,6.0,4.0,0.0,1.0,5.0,1.0,4.9,4.1,4.1,8.2,43.0,44.0,180.0,0.26,0.13,0.39,0.26,0.39,0.32,0.26,0.58,0.27,0.53,FW
2743,Oliver Torres,ESP,"MF,FW",Sevilla, La Liga,27,32.0,27.0,2137.0,23.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.6,2.6,3.3,5.9,38.0,136.0,156.0,0.13,0.04,0.17,0.13,0.17,0.11,0.14,0.25,0.11,0.25,MF
2744,Pau Torres,ESP,DF,Villarreal, La Liga,25,34.0,34.0,3054.0,33.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.4,2.4,1.0,3.5,76.0,197.0,12.0,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,DF
2745,Roberto Torres,ESP,"FW,MF",Osasuna, La Liga,33,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,2.13,0.0,2.13,FW
2746,Lucas Torro,ESP,MF,Osasuna, La Liga,28,33.0,31.0,2477.0,27.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.4,1.4,0.3,1.6,12.0,98.0,17.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,MF
2747,Nabil Touaizi,MAR,MF,Espanyol, La Liga,21,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
2748,Almamy Toure,MLI,DF,Eint Frankfurt, Bundesliga,26,7.0,5.0,398.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6,1.1,2.0,17.0,8.0,0.0,0.23,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25,DF
2749,Birama Toure,MLI,MF,Auxerre, Ligue 1,30,38.0,38.0,3400.0,37.8,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.9,1.1,0.2,1.3,10.0,138.0,25.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.03,0.04,MF
2750,Mohamed Toure,AUS,"FW,MF",Reims, Ligue 1,18,3.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,FW
2751,Souleymane Toure,FRA,DF,Marseille, Ligue 1,19,5.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
2752,Souleymane Toure,FRA,DF,Auxerre, Ligue 1,19,19.0,18.0,1588.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.5,1.5,0.4,1.9,11.0,45.0,6.0,0.06,0.0,0.06,0.06,0.06,0.08,0.02,0.11,0.08,0.11,DF
2753,Lucas Tousart,FRA,MF,Hertha BSC, Bundesliga,25,33.0,33.0,2944.0,32.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,3.6,3.6,2.0,5.5,37.0,93.0,79.0,0.15,0.06,0.21,0.15,0.21,0.11,0.06,0.17,0.11,0.17,MF
2754,Yoann Touzghar,TUN,FW,Ajaccio, Ligue 1,35,11.0,5.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.3,3.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,FW
2756,Adama Traore,ESP,"FW,MF",Wolves, Premier League,26,34.0,12.0,1496.0,16.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,3.7,5.1,85.0,36.0,156.0,0.12,0.06,0.18,0.12,0.18,0.08,0.23,0.31,0.08,0.31,FW
2757,Bertrand Traore,BFA,"FW,MF",Aston Villa, Premier League,26,8.0,1.0,233.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,9.0,9.0,28.0,0.77,0.0,0.77,0.77,0.77,0.28,0.03,0.3,0.28,0.3,FW
2758,Boubacar Traore,MLI,MF,Wolves, Premier League,20,10.0,4.0,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,4.0,8.0,2.0,0.0,0.22,0.22,0.0,0.22,0.01,0.04,0.05,0.01,0.05,MF
2759,Charles Traore,MLI,DF,Nantes, Ligue 1,30,12.0,6.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,DF
2760,Hamari Traore,MLI,DF,Rennes, Ligue 1,30,31.0,28.0,2528.0,28.1,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.6,4.4,55.0,159.0,162.0,0.04,0.14,0.18,0.04,0.18,0.07,0.09,0.16,0.07,0.16,DF
2761,Kevin Trapp,GER,GK,Eint Frankfurt, Bundesliga,32,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2762,Mark Travers,IRL,GK,Bournemouth, Premier League,23,12.0,11.0,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2763,Oscar Trejo,ARG,"MF,FW",Rayo Vallecano, La Liga,34,34.0,28.0,2145.0,23.8,3.0,4.0,7.0,2.0,1.0,2.0,9.0,0.0,3.4,1.8,3.3,5.1,56.0,123.0,110.0,0.13,0.17,0.29,0.08,0.25,0.14,0.14,0.28,0.08,0.21,MF
2764,Manu Trigueros,ESP,MF,Villarreal, La Liga,30,23.0,8.0,828.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,1.1,1.5,12.0,76.0,22.0,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.16,0.04,0.16,MF
2765,Christopher Trimmel,AUT,DF,Union Berlin, Bundesliga,35,25.0,20.0,1811.0,20.1,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,3.2,4.0,34.0,65.0,80.0,0.0,0.3,0.3,0.0,0.3,0.04,0.16,0.2,0.04,0.2,DF
2766,Theo Trinker,FRA,MF,Nice, Ligue 1,21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
2767,Kieran Trippier,ENG,DF,Newcastle Utd, Premier League,31,38.0,38.0,3341.0,37.1,1.0,7.0,8.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,12.4,13.3,45.0,260.0,151.0,0.03,0.19,0.22,0.03,0.22,0.02,0.33,0.36,0.02,0.36,DF
2768,William Troost-Ekong,NGA,DF,Salernitana, Serie A,28,9.0,4.0,444.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,1.0,6.0,0.0,0.2,0.0,0.2,0.2,0.2,0.14,0.0,0.14,0.14,0.14,DF
2769,Leandro Trossard,BEL,FW,Arsenal, Premier League,27,20.0,10.0,931.0,10.3,1.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,4.7,6.6,36.0,57.0,102.0,0.1,0.97,1.06,0.1,1.06,0.18,0.46,0.64,0.18,0.64,FW
2770,Leandro Trossard,BEL,"FW,MF",Brighton, Premier League,27,16.0,16.0,1315.0,14.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.4,4.4,2.1,6.5,40.0,67.0,118.0,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45,FW
2771,Adrien Truffert,FRA,DF,Rennes, Ligue 1,20,28.0,24.0,1954.0,21.7,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.5,2.2,55.0,89.0,166.0,0.0,0.28,0.28,0.0,0.28,0.03,0.07,0.1,0.03,0.1,DF
2772,Frank Tsadjout,ITA,FW,Cremonese, Serie A,23,20.0,14.0,1051.0,11.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,2.6,15.0,18.0,63.0,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,FW
2773,Kostas Tsimikas,GRE,DF,Liverpool, Premier League,26,20.0,9.0,771.0,8.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.6,2.3,23.0,26.0,77.0,0.0,0.47,0.47,0.0,0.47,0.07,0.19,0.26,0.07,0.26,DF
2774,Theocharis Tsingaras,GRE,MF,Toulouse, Ligue 1,21,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85,MF
2775,Viktor Tsyhankov,UKR,MF,Girona, La Liga,24,19.0,17.0,1489.0,16.5,3.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,2.9,5.7,63.0,46.0,120.0,0.18,0.36,0.54,0.18,0.54,0.17,0.17,0.34,0.17,0.34,MF
2776,Alessandro Tuia,ITA,DF,Lecce, Serie A,32,7.0,6.0,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,DF
2777,Martin Turk,SVN,GK,Sampdoria, Serie A,18,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
2778,Benat Turrientes,ESP,"MF,FW",Real Sociedad, La Liga,20,6.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,MF
2779,Tuta,BRA,DF,Eint Frankfurt, Bundesliga,23,31.0,30.0,2718.0,30.2,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.3,2.3,0.8,3.1,23.0,107.0,17.0,0.07,0.03,0.1,0.07,0.1,0.08,0.03,0.1,0.08,0.1,DF
